Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
AR355494924126257152,RPAC OF VIRGINIA,EIN ID 54-0899688,US,US-Federal,3,4000,3500,283000,6950,26400,91000,26500,1132500,15200,16875,36750,3050
AR356402296097079296,"INTERNATIONAL UNION, UAW",EIN ID 38-0679801,US,US-Federal,313,66900,58900,4747250,116475,442500,1532000,444500,19057500,255700,283200,620250,50900
AR356967719951663104,"HEADS, s.r.o.",,"EU, SK",EU-Parliament,31,6200,5400,437000,10725,40700,141000,41000,1755000,23500,26100,57000,4700
AR357548811846942720,CAMERON WILLIAMS,,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0
AR357701918841110528,GILLIBRAND FOR SENATE,FEC ID C00413914,US,US-Federal,19,33900,29850,2407000,59075,224400,777000,225500,9660000,129700,143625,315000,25800
AR358038369399209984,SHIVA 4 SENATE,FEC ID C00638148,US,US-Federal,33,6100,5350,433000,10625,40400,140000,40500,1740000,23300,25800,56250,4650
AR358916054556082176,Kresťanská únia,,"AT, CZ, DE, EU, FR, SK",EU-Parliament,30,4100,3600,291500,7150,27200,94000,27500,1170000,15700,17400,38250,3100
AR358979551352586240,CHRIS PAPPAS FOR CONGRESS,FEC ID C00660464,US,US-Federal,5,3400,3050,244000,6000,22700,79000,23000,982500,13100,14550,32250,2600
AR359888847468756992,LISA BLUNT ROCHESTER FOR CONGRESS,FEC ID C00590778,US,US-Federal,2,5400,4750,383250,9400,35700,124000,36000,1537500,20600,22875,50250,4100
AR359960590602469376,GINA ORTIZ JONES FOR CONGRESS,EIN ID 82-2233589,US,US-Federal,13,3200,2800,227500,5575,21200,73000,21500,915000,12300,13575,30000,2450
AR360074664933851136,GRETCHEN DRISKELL FOR CONGRESS,FEC ID C00572859,US,US-Federal,3,2900,2550,205500,5050,19200,66000,19500,825000,11100,12300,27000,2200
AR360160426840817664,JOE MORELLE FOR CONGRESS,FEC ID C00675108,US,US-Federal,23,5800,5100,409250,10050,38100,132000,38500,1642500,22000,24375,53250,4400
AR361086490509312000,JAMES WALKINSHAW FOR BRADDOCK SUPERVISOR,EIN ID 83-2459461,US,US-Federal,5,6000,5300,425500,10450,39700,137000,40000,1710000,22900,25425,55500,4550
AR361287976015101952,"Cink, s.r.o.",,"CZ, EU, SK",EU-Parliament,55,4300,3750,303250,7450,28300,98000,28500,1215000,16300,18075,39750,3250
AR361416069119737856,DSCC & DONNELLY FOR INDIANA,"FEC ID C00042366, FEC ID C00393652",US,US-Federal,39,208300,183350,14773000,362500,1377100,4767000,1383500,59302500,795800,881250,1931250,158350
AR362479296863797248,TESSIO LABS,EIN ID 83-1058162,US,US-Federal,8,32000,28150,2267000,55625,211300,731000,212500,9097500,122100,135225,296250,24300
AR362903983230025728,Dansk Folkeparti Hørsholm,,"DK, EU",EU-Parliament,20,700,600,47750,1175,4500,15000,4500,195000,2600,2850,6000,500
AR363452364654379008,WOMEN-VOTE,EIN ID 83-1987246,US,US-Federal,2,66200,58300,4697500,115275,437900,1516000,440000,18855000,253100,280200,614250,50350
AR363762426933411840,VAN TAYLOR CAMPAIGN,FEC ID C00653634,US,US-Federal,30,82700,72800,5864250,143900,546600,1892000,549000,23542500,315900,349800,766500,62850
AR364457318282166272,"MANHATTAN INSTITUTE FOR POLICY RESEARCH, INC.",EIN ID 13-2912529,US,US-Federal,34,1800,1600,130000,3200,12100,42000,12000,525000,7000,7725,17250,1400
AR365228625689051136,IMPRESSADS MARKETING SOLUTIONS PRIVATE LIMITED,,IN,IN-General,78,6200,5400,436750,10725,40700,141000,41000,1755000,23500,26025,57000,4700
AR365627198654119936,LAUREN BAER FOR CONGRESS,FEC ID C00652594,US,US-Federal,11,2500,2250,179750,4400,16800,58000,17000,720000,9700,10725,23250,1950
AR365919668747108352,CITIZENS FOR TURNER,FEC ID C00373001,US,US-Federal,8,13300,11700,941250,23100,87700,304000,88000,3780000,50700,56175,123000,10100
AR366126926688944128,Harshnath Human Services Private ltd.,,IN,IN-General,3,100,100,6250,150,600,2000,500,22500,300,375,750,50
AR366181352514519040,MIKE BOST FOR CONGRESS COMMITTEE,FEC ID C00546499,US,US-Federal,87,45100,39700,3199000,78500,298200,1032000,299500,12840000,172300,190800,418500,34300
AR366644246909812736,FRIENDS OF BEN MCADAMS,FEC ID C00658633,US,US-Federal,7,2400,2100,169500,4150,15800,55000,16000,682500,9100,10125,22500,1800
AR366955408700473344,SUSAN WILD FOR CONGRESS,FEC ID C00658567,US,US-Federal,26,15900,13950,1124000,27575,104800,363000,105500,4515000,60600,67050,147000,12050
AR366995265996980224,Ingrida Šimonytė,,"BE, DE, EU, LT",EU-Parliament,4,400,400,30750,750,2900,10000,3000,127500,1700,1875,3750,350
AR36831440507240448,CONOR LAMB FOR CONGRESS,FEC ID C00657411,US,US-Federal,15,5200,4600,369250,9050,34400,119000,34500,1485000,19900,22050,48000,3950
AR368960917909536768,ELISSA SLOTKIN FOR CONGRESS,FEC ID C00650150,US,US-Federal,29,47100,41450,3341750,82000,311500,1078000,313000,13417500,180000,199350,436500,35800
AR369049153717665792,Open Vld,,"BE, EU, FR, LU, NL",EU-Parliament,805,58200,51150,4123500,101175,384400,1331000,386000,16552500,222100,246000,539250,44200
AR369093683938590720,TEXAS DEMOCRATIC PARTY,EIN ID 74-1767883,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0
AR369940857647792128,Piraattipuolue r.p.,,"EU, FI",EU-Parliament,1,300,250,20500,500,1900,7000,2000,82500,1100,1200,3000,200
AR370764666734903296,"ENDEAVOR MEDIA GROUP, LLC",EIN ID 74-2954223,US,US-Federal,9,1000,900,71250,1750,6600,23000,6500,285000,3800,4275,9000,750
AR371219589670895616,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,,"EU, GR",EU-Parliament,41,2200,1950,158000,3875,14700,51000,15000,637500,8500,9450,21000,1700
AR372338617630064640,TED CRUZ FOR SENATE,FEC ID C00492785,US,US-Federal,71,322900,284150,22897250,561850,2134400,7388000,2144000,91920000,1233500,1365900,2993250,245400
AR372382598095175680,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,FEC ID C00140590,US,US-Federal,5,2900,2550,206250,5050,19200,67000,19500,825000,11100,12300,27000,2200
AR372707228903276544,Venstre Mariagerfjord,,"DK, EU",EU-Parliament,11,1500,1300,105250,2575,9800,34000,10000,420000,5700,6300,13500,1150
AR373464517536907264,COTTON FOR SENATE,FEC ID C00499988,US,US-Federal,157,1700,1450,117000,2875,10900,38000,11000,472500,6300,6975,15000,1250
AR37363604135084032,ROONEY FOR CONGRESS,FEC ID C00618223,US,US-Federal,3,800,700,55000,1350,5100,18000,5000,217500,3000,3300,7500,600
AR373882331955462144,SUOZZI FOR CONGRESS,FEC ID C00607200,US,US-Federal,31,44100,38850,3130250,76825,291800,1010000,293000,12570000,168600,186750,409500,33550
AR374174802048450560,JOAN GREENE FOR CONGRESS,FEC ID C00640938,US,US-Federal,23,1100,1000,80500,1975,7500,26000,7500,322500,4300,4800,10500,850
AR37429025076936704,Občanská demokratická strana,,"CZ, EU",EU-Parliament,14,7600,6700,538500,13225,50200,174000,50500,2160000,29000,32100,70500,5750
AR374363918048428032,PLANNED PARENTHOOD VOTES,FEC ID C00489799,US,US-Federal,12,47400,41750,3363750,82550,313500,1085000,315000,13500000,181200,200625,439500,36050
AR374590417443749888,JUDICIAL WATCH INC,EIN ID 52-1885088,US,US-Federal,9,43700,38400,3095250,75950,288500,999000,290000,12427500,166700,184650,405000,33150
AR374597289391423488,"KKW Lewica Razem – Razem, Unia Pracy, RSS",,"EU, PL",EU-Parliament,51,4300,3750,302000,7425,28200,97000,28500,1215000,16300,18000,39750,3250
AR374982118461145088,ΣΥΝΔΥΑΣΜΟΣ ΠΕΡΙΦΕΡΕΙΑ ΣΕ ΔΡΑΣΗ,,"EU, GR",EU-Parliament,1,100,50,5500,125,500,2000,500,22500,300,300,750,50
AR375716317350592512,END CITIZENS UNITED,FEC ID C00573261,US,US-Federal,209,245200,215750,17384750,426600,1620600,5609000,1628000,69787500,936500,1037025,2272500,186350
AR376433198931902464,Better Colorado Now,EIN ID 82-1608088,US,US-Federal,19,14300,12600,1016000,24925,94700,328000,95000,4080000,54700,60600,132750,10900
AR376667944664432640,GUMBO PAC,EIN ID 47-3740091,US,US-Federal,2,8100,7100,573000,14050,53400,185000,53500,2302500,30900,34200,75000,6150
AR376795488013254656,Merako Media Pvt Ltd,,IN,IN-General,35,200,200,15500,375,1400,5000,1500,60000,800,900,2250,150
AR377416162327134208,"KENTUCKY OPPORTUNITY COALITION, INC.",EIN ID 26-3722621,US,US-Federal,4,7300,6450,519000,12725,48400,167000,48500,2085000,28000,30975,67500,5550
AR379074775617634304,pracharnama media pvt ltd,,IN,IN-General,1,0,50,2500,75,200,1000,0,7500,100,150,0,50
AR37946345297805312,"FREEDOM PARTNERS ACTION FUND, INC.",FEC ID C00564765,US,US-Federal,12,92800,81650,6578750,161425,613300,2123000,616000,26407500,354400,392475,860250,70500
AR380226788925636608,UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO,,"ES, EU",EU-Parliament,2,500,450,37250,900,3500,12000,3500,150000,2000,2250,4500,400
AR380456861733748736,Alternative für Deutschland,,"DE, EU",EU-Parliament,17,26600,23400,1886500,46300,175900,609000,176500,7575000,101600,112575,246750,20200
AR380493695373279232,STEPHENSON FOR HOUSE,EIN ID 81-5167876,US,US-Federal,2,1100,950,78250,1925,7300,25000,7500,315000,4200,4650,10500,850
AR381345816884805632,KEN CALVERT FOR CONGRESS COMMITTEE,FEC ID C00257337,US,US-Federal,196,4500,4000,320500,7875,29900,103000,30000,1290000,17300,19125,42000,3450
AR381793867873124352,Aditya Kushwaha,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0
AR382471716791648256,EQUALITY PAC,FEC ID C00550970,US,US-Federal,63,32200,28350,2284000,56050,212900,737000,214000,9165000,123000,136275,298500,24500
AR382888706576482304,Momentum Mozgalom,,"EU, HU",EU-Parliament,9,17600,15500,1248250,30625,116400,403000,117000,5010000,67200,74475,163500,13400
AR383080296477622272,BERNIE 2020,FEC ID C00696948,US,US-Federal,66,461300,405950,32711750,802675,3049300,10555000,3063000,131317500,1762200,1951350,4276500,350600
AR383251270535741440,FRIENDS OF ANDREW YANG,FEC ID C00659938,US,US-Federal,28,46500,40950,3298000,80925,307400,1064000,309000,13237500,177700,196725,431250,35350
AR384723516605333504,DIANE BLACK FOR GOVERNOR,EIN ID 82-2341542,US,US-Federal,313,201400,177250,14281250,350450,1331300,4608000,1337500,57330000,769400,851925,1866750,153050
AR384925826744844288,FRIENDS OF HAGEDORN,FEC ID C00550707,US,US-Federal,39,34300,30200,2434500,59750,226900,786000,228000,9772500,131200,145200,318000,26100
AR386241117529571328,Občanska demokraticka strana,,"CZ, EU",EU-Parliament,182,10500,9300,747500,18350,69700,241000,70000,3000000,40300,44625,97500,8000
AR38626393239584768,COMMITTEE TO ELECT JEFF BURKHART,EIN ID 26-3087273,US,US-Federal,1,1300,1150,94250,2300,8800,30000,9000,375000,5100,5625,12000,1000
AR38644810059350016,Socialni demokrati - SD,,"EU, SI",EU-Parliament,3,200,200,16750,400,1600,5000,1500,67500,900,975,2250,200
AR386975316419018752,MARSHA FOR SENATE,FEC ID C00376939,US,US-Federal,254,545100,479650,38651000,948425,3602900,12471000,3619500,155160000,2082200,2305650,5052750,414250
AR388389563250245632,Darbo partija,,"EU, LT",EU-Parliament,102,4000,3500,282500,6925,26300,91000,26500,1132500,15200,16875,36750,3050
AR388437666883960832,MOVEON.ORG POLITICAL ACTION,FEC ID C00341396,US,US-Federal,13,3300,2900,231750,5675,21600,75000,21500,930000,12500,13800,30000,2500
AR389162245046665216,TEXANS FOR DAN PATRICK,EIN ID 30-0491224,US,US-Federal,4,72300,63600,5124250,125750,477700,1653000,480000,20572500,276000,305700,669750,54900
AR389378848837337088,PA VALUES,FEC ID C00631903,US,US-Federal,15,29100,25600,2062500,50600,192300,666000,193000,8280000,111100,123075,270000,22100
AR390006669976797184,BRENDAN KELLY FOR SOUTHERN ILLINOIS,FEC ID C00649558,US,US-Federal,10,3800,3400,272500,6675,25400,88000,25500,1095000,14700,16275,35250,2900
AR390656481348812800,JANET NGUYEN FOR SENATE 2018,EIN ID 20-0879756,US,US-Federal,1,100,100,7250,175,700,2000,500,30000,400,450,750,100
AR391102333313875968,Rumilus Design Oy,,"EU, FI",EU-Parliament,32,200,200,14500,350,1300,5000,1500,60000,800,825,2250,150
AR391478916046389248,THE COMMITTEE TO ELECT AYANNA PRESSLEY,FEC ID C00667741,US,US-Federal,27,24000,21100,1702000,41775,158700,549000,159500,6832500,91700,101550,222750,18250
AR392410477273022464,MONTANA REPUBLICAN STATE CENTRAL COMMITTEE,FEC ID C00008086,US,US-Federal,7,800,700,58250,1425,5400,19000,5500,232500,3100,3450,7500,600
AR392604815953231872,KAINE FOR VIRGINIA,FEC ID C00495358,US,US-Federal,251,319000,280700,22617250,554975,2108300,7298000,2118000,90795000,1218400,1349175,2956500,242400
AR392941816267145216,BIPARTISAN POLICY CENTER INC,EIN ID 73-1628382,US,US-Federal,1,200,200,15750,375,1500,5000,1500,60000,800,975,2250,150
AR392996516970627072,OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO),,"EU, SK",EU-Parliament,12,23400,20600,1660000,40725,154700,536000,155500,6660000,89400,99000,216750,17800
AR394067166418173952,WALBERG FOR CONGRESS,FEC ID C00390724,US,US-Federal,7,5400,4750,382000,9375,35600,123000,36000,1530000,20600,22800,50250,4100
AR39408695762747392,WOMEN VOTE!,EIN ID 52-1391360,US,US-Federal,9,38800,34100,2749750,67475,256300,887000,257500,11040000,148100,164025,359250,29450
AR394188662453043200,PATIENTS FOR AFFORDABLE DRUGS NOW,EIN ID 82-3044855,US,US-Federal,97,200,200,14750,375,1400,5000,1500,60000,800,900,2250,150
AR394698835848331264,NANCY PELOSI FOR CONGRESS,FEC ID C00213512,US,US-Federal,5,2700,2400,192750,4725,18000,62000,18000,772500,10400,11475,25500,2050
AR395528967127302144,DAN FOR COLORADO,EIN ID 82-1875057,US,US-Federal,6,2100,1850,148500,3650,13800,48000,14000,592500,8000,8850,19500,1600
AR396652668010889216,AMY FOR AMERICA,FEC ID C00696419,US,US-Federal,175,162900,143400,11553500,283500,1077000,3728000,1082000,46380000,622400,689175,1510500,123850
AR397241181609656320,MCKAYLA WILKES FOR CONGRESS,FEC ID C00698563,US,US-Federal,9,200,150,12250,300,1100,4000,1000,52500,700,750,1500,150
AR39744596565032960,SoftCream Longina Śniecikowska BAreńska,,"EU, PL",EU-Parliament,61,6300,5600,450000,11050,41900,145000,42000,1807500,24200,26850,58500,4800
AR399188966458261504,"COMMITTEE FOR PEACE, JUSTICE, AND MIKE GRAVEL",FEC ID C00700609,US,US-Federal,18,4300,3850,308250,7575,28700,99000,29000,1237500,16600,18375,40500,3300
AR399360215394287616,COMMITTEE TO ELECT STEVE WATKINS,FEC ID C00660050,US,US-Federal,46,12900,11350,912750,22400,85100,295000,85500,3667500,49200,54450,119250,9800
AR399562525533798400,DANIEL WEBSTER FOR CONGRESS,FEC ID C00481911,US,US-Federal,32,2100,1900,151750,3725,14100,49000,14000,607500,8200,9075,19500,1650
AR400032566754672640,Fratelli d'Italia Centrodestra Nazionale,,"EU, IT",EU-Parliament,275,61900,54450,4387500,107650,409000,1416000,411000,17610000,236400,261750,573750,47000
AR400333008306962432,KYLE CANADAY,,US,US-Federal,6,100,100,9250,225,900,3000,1000,37500,500,525,1500,100
AR400759893696446464,DEMOCRATS.COM,FEC ID C00580993,US,US-Federal,16,8300,7250,585250,14350,54500,189000,55000,2347500,31500,34875,76500,6250
AR400903105085964288,Dumio Web Srl,,"EU, RO",EU-Parliament,2,100,100,6750,175,600,2000,500,30000,400,375,750,50
AR4016241098358784,WILLIAM DOUGLAS,,US,US-Federal,1,100,100,9000,225,800,3000,1000,37500,500,525,1500,100
AR40198145111490560,MONTANANS FOR TESTER,FEC ID C00412304,US,US-Federal,173,136200,119850,9656000,236950,900100,3116000,904000,38760000,520200,576000,1262250,103500
AR40205017059164160,VALERIE PLAME FOR CONGRESS,FEC ID C00705483,US,US-Federal,3,300,300,24750,600,2300,8000,2500,97500,1300,1500,3000,250
AR402155723707908096,Yuvajana Sramika Rythu Congress Party,,IN,IN-General,231,326400,287250,23144500,567925,2157500,7468000,2167500,92910000,1246800,1380675,3025500,248050
AR402262101457895424,314 ACTION FUND,EIN ID 81-5374617,US,US-Federal,1,300,300,24250,600,2300,8000,2500,97500,1300,1425,3000,250
AR402737915114815488,WOMEN VOTE!,FEC ID C00473918,US,US-Federal,51,41900,36850,2969750,72875,276800,958000,278000,11925000,160000,177150,388500,31850
AR403269528986845184,ALLIANCE FOR A BETTER MINNESOTA,EIN ID 26-0317208,US,US-Federal,2,0,0,0,0,0,0,0,0,0,0,0,0
AR403984761300713472,BILL FLORES FOR CONGRESS,FEC ID C00472241,US,US-Federal,4,7800,6800,549750,13500,51300,177000,51500,2205000,29600,32775,72000,5900
AR404255516039053312,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ),,"CY, EU",EU-Parliament,12,2500,2200,176000,4325,16400,57000,16500,705000,9500,10500,23250,1900
AR40471923506806784,SENATE MAJORITY FUND,EIN ID 45-1353357,US,US-Federal,3,5200,4550,365500,8975,34100,118000,34000,1470000,19700,21825,48000,3900
AR404989714928500736,American Conservative Union,EIN ID 52-0810813,US,US-Federal,21,211100,185800,14971750,367375,1395600,4831000,1402000,60105000,806500,893100,1957500,160450
AR405669762870280192,CASTRO FOR CONGRESS,FEC ID C00497933,US,US-Federal,3,900,750,61000,1500,5700,20000,5500,247500,3300,3600,8250,650
AR405699999440044032,PROGRESSIVE TURNOUT PROJECT,FEC ID C00580068,US,US-Federal,21,5100,4450,358750,8800,33400,116000,33500,1440000,19300,21375,47250,3850
AR405969654666756096,VALENCIA PUBLITRADE E.E.,,"ES, EU",EU-Parliament,132,2300,2050,164250,4025,15300,53000,15500,660000,8800,9825,21750,1750
AR406403961759727616,Popolari per l'Italia,,"EU, IT",EU-Parliament,10,15900,14000,1130000,27725,105300,365000,106000,4537500,60900,67425,147750,12100
AR408367414649028608,FRIENDS OF LUCY MCBATH INC.,FEC ID C00672295,US,US-Federal,30,46300,40750,3284750,80600,306200,1060000,307500,13185000,177000,195975,429750,35200
AR408411395114139648,NEAL SIMON FOR U.S. SENATE,FEC ID C00671073,US,US-Federal,7,11600,10200,820250,20125,76500,265000,77000,3292500,44200,48900,107250,8800
AR408484512637386752,INSLEE FOR AMERICA,EIN ID 83-3583863,US,US-Federal,207,246600,217050,17488000,429125,1630200,5643000,1637500,70207500,942100,1043250,2286000,187450
AR408519147253661696,ROB BISHOP FOR CONGRESS,FEC ID C00374231,US,US-Federal,3,3300,2900,232750,5725,21700,75000,22000,937500,12500,13875,30750,2500
AR408883635358269440,Julie Johnson for Texas,EIN ID 82-3335540,US,US-Federal,1,0,50,3000,75,300,1000,500,15000,200,150,750,50
AR408941359718727680,ANGUS KING FOR US SENATE CAMPAIGN,FEC ID C00516047,US,US-Federal,150,92500,81350,6556500,160875,611200,2116000,614000,26317500,353200,391125,857250,70250
AR409428443369832448,VOICE BIG LLC,EIN ID 82-0835066,US,US-Federal,11,3400,2950,239500,5875,22300,77000,22500,960000,12900,14250,31500,2550
AR4096230569279488,Tampereen Vihreät ry,,"EU, FI",EU-Parliament,13,0,0,0,0,0,0,0,0,0,0,0,0
AR40969452518375424,Det Konservative Folkeparti,,"DE, DK, EU, GB, SE",EU-Parliament,372,71100,62550,5042000,123725,470000,1627000,472000,20242500,271600,300750,659250,54050
AR410392715067392000,MISSISSIPPI REPUBLICAN PARTY,EIN ID 64-0369351,US,US-Federal,4,1700,1500,122750,3000,11400,40000,11500,495000,6600,7350,15750,1300
AR411745114369556480,MARY BARZEE FLORES FOR CONGRESS,FEC ID C00651471,US,US-Federal,99,21100,18600,1497500,36750,139600,483000,140000,6015000,80700,89325,195750,16050
AR412988112264757248,DOUG JONES FOR SENATE COMMITTEE,FEC ID C00640623,US,US-Federal,5,12200,10750,864750,21225,80600,279000,81000,3472500,46600,51600,113250,9250
AR413581298787942400,KOPSER FOR CONGRESS,FEC ID C00641191,US,US-Federal,12,6800,6000,485000,11900,45200,156000,45500,1950000,26100,28950,63750,5200
AR413965028346036224,BENNET FOR COLORADO,FEC ID C00458398,US,US-Federal,24,39700,34950,2818250,69150,262700,909000,264000,11310000,151800,168150,368250,30200
AR414976853921497088,CITYBOARD MEDIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,"EU, PL",EU-Parliament,2,0,50,3250,75,300,1000,500,15000,200,225,750,50
AR415580760683053056,GIDDY UP PAC,FEC ID C00687582,US,US-Federal,14,7900,6950,560000,13750,52200,181000,52500,2250000,30200,33375,73500,6000
AR416022764357419008,"ACCOUNTABLE NEW YORK, INC.",EIN ID 83-3500831,US,US-Federal,3,7300,6450,518500,12725,48300,167000,48500,2077500,27900,30900,67500,5550
AR416248713996926976,DUFFY FOR WISCONSIN,FEC ID C00464339,US,US-Federal,19,4900,4300,347750,8525,32400,112000,32500,1395000,18700,20775,45750,3750
AR416255585944600576,Marea Atlántica,,"ES, EU",EU-Parliament,2,900,750,60750,1500,5700,20000,5500,247500,3300,3600,8250,650
AR416548605793402880,CHELE FARLEY FOR CONGRESS INC.,FEC ID C00701433,US,US-Federal,23,1100,950,78250,1925,7300,25000,7500,315000,4200,4650,10500,850
AR416552179206193152,OLSON FOR CONGRESS COMMITTEE,FEC ID C00437913,US,US-Federal,15,9600,8400,677250,16625,63100,219000,63500,2722500,36500,40425,88500,7250
AR4169348092526592,FLORIDA GROWN PAC,EIN ID 47-3101952,US,US-Federal,15,33900,29850,2406000,59050,224300,776000,225500,9660000,129600,143550,314250,25800
AR417418594368880640,"CLA, INC.",EIN ID 82-1313517,US,US-Federal,47,63800,56150,4525750,111050,421900,1460000,424000,18165000,243800,270000,591750,48500
AR417822664892088320,Nieuw-Vlaamse Alliantie,,"BE, EU, NL",EU-Parliament,147,286000,251650,20278250,497600,1890300,6543000,1899000,81405000,1092400,1209675,2651250,217350
AR417948558973468672,HUMAN RIGHTS CAMPAIGN PAC,FEC ID C00235853,US,US-Federal,132,160000,140800,11347000,278425,1057700,3661000,1062500,45555000,611300,676875,1483500,121600
AR418326790973423616,"EVERYTOWN FOR GUN SAFETY ACTION FUND, INC. PAC (EVERYTOWN PAC)",FEC ID C00640086,US,US-Federal,78,1368000,1203850,97005250,2380325,9042500,31300000,9083500,389415000,5225800,5786700,12681750,1039700
AR41867753518268416,Jaskaran Dhillon,,IN,IN-General,1,100,50,5500,125,500,2000,500,22500,300,300,750,50
AR418892214828007424,WE ARE GREAT AGAIN,EIN ID 82-5370542,US,US-Federal,14,2000,1800,143250,3525,13400,46000,13500,577500,7700,8550,18750,1550
AR418918328229167104,KOHL VICTORY FUND,FEC ID C00662346,US,US-Federal,20,115200,101350,8167000,200400,761300,2635000,765000,32782500,440000,487200,1068000,87550
AR419210798322155520,SCOTT PETERS FOR CONGRESS,FEC ID C00503110,US,US-Federal,2,100,50,4250,100,400,1000,500,15000,200,225,750,50
AR419626413717454848,TAMMY BALDWIN FOR SENATE,FEC ID C00326801,US,US-Federal,82,578200,508800,40998250,1006025,3821700,13229000,3839000,164580000,2208600,2445675,5359500,439400
AR419929878926721024,SPANBERGER FOR CONGRESS,FEC ID C00649913,US,US-Federal,44,91700,80700,6500750,159525,606000,2098000,608500,26100000,350200,387825,849750,69650
AR420840549432426496,KREMSA DIGITAL s.r.o.,,"CZ, EU, SK",EU-Parliament,158,6500,5750,462250,11350,43100,149000,43500,1852500,24900,27600,60750,4950
AR420861715031261184,"Nacionālā apvienība ""Visu Latvijai!"" - ""Tēvzemei un Brīvībai/LNNK""",,"EE, EU, LV",EU-Parliament,8,1200,1050,85750,2100,8000,28000,8000,345000,4600,5100,11250,900
AR423004113437982720,SCALISE FOR CONGRESS,FEC ID C00394957,US,US-Federal,3,300,300,23500,575,2200,8000,2000,97500,1300,1425,3000,250
AR423241058193768448,"GREEN DAY, s.r.o",,"AT, EU, SK",EU-Parliament,57,1400,1250,101500,2500,9500,33000,9500,405000,5500,6075,13500,1100
AR424173993809936384,STITT FOR GOVERNOR 2018,EIN ID 82-2044735,US,US-Federal,8,1100,1000,79500,1950,7400,26000,7500,322500,4300,4725,10500,850
AR424466463902924800,AMERICANS FOR PROSPERITY ACTION INC,EIN ID 83-1800586,US,US-Federal,189,942900,829750,66859750,1640625,6232500,21573000,6260500,268402500,3601800,3988425,8740500,716600
AR42449944925175808,MARTIN HEINRICH FOR SENATE,FEC ID C00434563,US,US-Federal,73,167000,146950,11841000,290550,1103800,3821000,1109000,47535000,637900,706350,1548000,126900
AR425191042065629184,HARRIS COUNTY REPUBLICAN PARTY,EIN ID 47-1170882,US,US-Federal,2,13800,12200,982000,24100,91500,317000,92000,3945000,52900,58575,128250,10500
AR425255913251667968,KATIE ARRINGTON FOR CONGRESS,FEC ID C00653204,US,US-Federal,15,700,600,47000,1150,4400,15000,4500,187500,2500,2775,6000,500
AR426381813158510592,BRIGHT FOR CONGRESS,FEC ID C00446138,US,US-Federal,3,100,50,3750,100,400,1000,500,15000,200,225,750,50
AR42696235529797632,"KUSTER FOR CONGRESS, INC",FEC ID C00462861,US,US-Federal,112,48500,42700,3439750,84400,320700,1110000,322000,13807500,185300,205200,450000,36850
AR427131130332839936,Petteri Rädyn tukiyhdistys ry,,"EU, FI",EU-Parliament,18,8400,7350,593500,14575,55300,191000,55500,2385000,32000,35400,77250,6350
AR427507713065353216,AMERICA FIRST POLICIES INC.,FEC ID C30002778,US,US-Federal,4,6600,5750,464500,11400,43300,150000,43500,1867500,25000,27675,60750,5000
AR427601721309528064,HS Media & Publications,,IN,IN-General,2,100,100,7500,175,700,2000,500,30000,400,450,750,100
AR428194358076899328,FRIENDS OF DR RALPH ABRAHAM,EIN ID 83-2717172,US,US-Federal,6,3500,3100,249500,6125,23300,81000,23500,1005000,13400,14925,33000,2700
AR428206177826897920,Hrvatska demokratska zajednica,,"EU, HR",EU-Parliament,148,23300,20550,1655000,40600,154300,534000,155000,6645000,89200,98700,216000,17750
AR428633612972195840,"AMERICAN CIVIL LIBERTIES UNION, INC",EIN ID 13-3871360,US,US-Federal,687,161400,142000,11442250,280775,1066600,3692000,1071500,45930000,616400,682575,1495500,122650
AR429064621530284032,HARRY FOR CT INC.,FEC ID C00664151,US,US-Federal,311,22100,19400,1564250,38375,145800,505000,146500,6277500,84300,93300,204750,16750
AR429242192658169856,REPUBLICAN STATE LEADERSHIP COMMITTEE - JUDICIAL FAIRNESS  INITIATIVE,EIN ID 47-1531928,US,US-Federal,7,179600,158050,12733750,312475,1187000,4109000,1192500,51120000,686000,759600,1665000,136500
AR429686395355791360,ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ),,"CY, EU, GR",EU-Parliament,171,1700,1450,118250,2900,11000,38000,11000,472500,6400,7050,15750,1250
AR429759512879038464,RANDY BRYCE FOR CONGRESS,FEC ID C00647537,US,US-Federal,60,22700,19950,1606250,39425,149700,518000,150500,6450000,86500,95850,210000,17200
